id;nda;Promotoria de Justiça;Comarca;Endereço;Sala;e-mail;Telefones;Celular;Situação;Titular;Motivo Afastamento Titular DG;Responsável Atual;Entrância;Atribuições;Resolução;url_resolucao;Coord_PJs
364;.;1ª PROMOTORIA DE JUSTIÇA DE GUAPÓ;GUAPÓ;;;;;;PROVIDA;Marcelo Franco de Assis Costa;;;INICIAL;"Criminal, consumidor, cidadão e tutela da segurança pública. Estão compreendidos no âmbito da matéria criminal todos os processos criminais da comarca, a atuação perante o Tribunal do Júri, o Juizado Especial Criminal, a execução penal e o controle externo da atividade policial. A atuação na defesa do cidadão abrange a tutela dos interesses dos idosos, das pessoas com deficiência, do direito à saúde e o combate ao racismo e à discriminação racial;";;;
365;.;2ª PROMOTORIA DE JUSTIÇA DE GUAPÓ;GUAPÓ;;;;;;PROVIDA;Wesley Marques Branquinho;;;INICIAL;Cível, defesa da infância e juventude, meio ambiente e patrimônio público. Estão compreendidos no âmbito da matéria cível todos os processos cíveis, de família, o Juizado Especial Cível, e os referentes a registros públicos, fazenda pública, fundações e demais interesses difusos residuais.;;;
366;.;1ª PROMOTORIA DE JUSTIÇA DE HIDROLÂNDIA;HIDROLÂNDIA;;;;;;PROVIDA;Sandra Monteiro de Oliveira Lima;;;INICIAL;"Atuação na área criminal, do consumidor e do cidadão;";;;Coordenadora das PJs de Hidrolândia
367;.;2ª PROMOTORIA DE JUSTIÇA DE HIDROLÂNDIA;HIDROLÂNDIA;;;;;;PROVIDA;Sandra Ribeiro Lemos;;;INICIAL;"Atuação na área cível, da infância e juventude, da educação, do meio ambiente e do patrimônio público;";;;
368;.;PROMOTORIA DE JUSTIÇA DE IACIARA;IACIARA;;;;;;VAGA;** Sem Titular;;Ivan Lucas De Souza Júnior (Automático);INICIAL;Plena.;;;
369;.;PROMOTORIA DE JUSTIÇA DE ITAJÁ;ITAJÁ;;;;;;PROVIDA;Heloíza de Paula Marques;;;INICIAL;Plena.;;;
370;.;PROMOTORIA DE JUSTIÇA DE ITAPACI;ITAPACI;;;;;;PROVIDA;José Alexandre Teixeira de Barros;;;INICIAL;Plena.;;;
371;.;PROMOTORIA DE JUSTIÇA DE ITAPIRAPUÃ;ITAPIRAPUÃ;;;;;;PROVIDA;Antonella da Cunha Paladino;;;INICIAL;Plena.;;;
372;.;PROMOTORIA DE JUSTIÇA DE ITAUÇU;ITAUÇU;;;;;;PROVIDA;José Eduardo Veiga Braga Filho;;;INICIAL;Plena.;;;
373;.;PROMOTORIA DE JUSTIÇA DE JANDAIA;JANDAIA;;;;;;PROVIDA;Francisco Borges Milanez;Assessor Jurídico- administrativo da PGJ, com prejuízo;Sandro Henrique Halfeld Barros*;INICIAL;Plena.;;;
374;.;PROMOTORIA DE JUSTIÇA DE JOVIÂNIA;JOVIÂNIA;;;;;;PROVIDA;Leandro Koiti Murata;;;INICIAL;Plena.;;;
375;.;PROMOTORIA DE JUSTIÇA DE LEOPOLDO DE BULHÕES;LEOPOLDO DE BULHÕES;;;;;;PROVIDA;Rafaello Boschi Isaac;;;INICIAL;Plena.;;;
376;.;PROMOTORIA DE JUSTIÇA DE MARA ROSA;MARA ROSA;;;;;;PROVIDA;Gisele de Sousa Campos Coelho;;;INICIAL;Plena.;;;
377;.;PROMOTORIA DE JUSTIÇA DE MAURILÂNDIA;MAURILÂNDIA;;;;;;VAGA;** Sem Titular;;Paulo De Tharso Brondi De Paula Rodrigues*;INICIAL;Plena.;;;
378;.;PROMOTORIA DE JUSTIÇA DE MONTES CLAROS DE GOIÁS;MONTES CLAROS DE GOIÁS;;;;;;PROVIDA;Lauren de Siqueira Antunes;;;INICIAL;Plena.;;;
379;.;PROMOTORIA DE JUSTIÇA DE MONTIVIDIU;MONTIVIDIU;;;;;;PROVIDA;Laura Diva de Macedo e Louredo Teles Placheski;;;INICIAL;Plena.;;;
380;.;PROMOTORIA DE JUSTIÇA DE MOSSÂMEDES;MOSSÂMEDES;;;;;;PROVIDA;Leonardo Seixlack Silva;;;INICIAL;Plena.;;;
381;.;1ª PROMOTORIA DE JUSTIÇA DE MOZARLÂNDIA;MOZARLÂNDIA;;;;;;PROVIDA;Izabella Artiaga Dias Maciel;;;INICIAL;"Criminal, consumidor e cidadão. Estão compreendidos no âmbito da matéria criminal os feitos relativos aos crimes dolosos contra a vida, incluindo as sessões de julgamento do Tribunal do Júri, Juizado Especial Criminal, o controle externo da atividade policial e a execução penal. Na área da cidadania estão compreendidas a defesa dos idosos, das pessoas com deficiência, da saúde, da educação, o combate ao racismo e à discriminação racial e demais interesses coletivos lato sensu residuais;";;;
382;.;2ª PROMOTORIA DE JUSTIÇA DE MOZARLÂNDIA;MOZARLÂNDIA;;;;;;PROVIDA;Huggo Edgard de Campos Silva;;;INICIAL;Cível, infância e juventude, meio ambiente e patrimônio público. Na área cível estão compreendidas a atuação custos legis e todas as matérias relativas a família, sucessões, casamento, registros públicos, fazendas públicas e fundações.;;;
383;.;PROMOTORIA DE JUSTIÇA DE NAZÁRIO;NAZÁRIO;;;;;;PROVIDA;Isabela Machado Junqueira Vaz;Auxílio à Procuradoria Especializada em Recursos Constitucionais, com prejuízo;Eduardo Silva Prego (Eventual);INICIAL;Plena.;;;
384;.;1ª PROMOTORIA DE JUSTIÇA DE NERÓPOLIS;NERÓPOLIS;;;;;;PROVIDA;Elaini Cristina Alves Pires;;;INICIAL;"Atuação perante a 1ª vara judicial (Cível, Criminal - crimes em geral e execuções penais - e da Infância e da Juventude), atuação exclusiva (judicial e extrajudicial) em matéria de registros públicos e habilitação de casamento, meio ambiente e urbanismo, consumidor e cidadão;";;;
385;.;2ª PROMOTORIA DE JUSTIÇA DE NERÓPOLIS;NERÓPOLIS;;;;;;PROVIDA;Daniel Parreira da Silva Godoy;;;INICIAL;Atuação perante a 2ª vara judicial (Cível, Criminal – crimes em geral, crimes dolosos contra a vida e Pres. do Trib. do Júri –, das Fazendas Públicas e de Registros Públicos e Ambiental), atuação exclusiva (judicial e extrajudicial) em matéria de infância e juventude, fazendas públicas e estado da filiação, patrimônio público, educação, fundações e controle externo da atividade policial.;;;
386;.;PROMOTORIA DE JUSTIÇA DE NOVA CRIXÁS;NOVA CRIXÁS;;;;;;PROVIDA;Pedro Furtado Schmitt Corrêa;;;INICIAL;Plena.;;;
387;.;PROMOTORIA DE JUSTIÇA DE ORIZONA;ORIZONA;;;;;;PROVIDA;Diego Osório da Silva Cordeiro;Outra função de execução;Leonardo Maciel Moreira*;INICIAL;Plena.;;;
388;.;1ª PROMOTORIA DE JUSTIÇA DE PADRE BERNARDO;PADRE BERNARDO;;;;;;PROVIDA;Paula Moraes de Matos;CNMP – 14/03/ a 13/03/;Yuri Rezende De Macedo*;INICIAL;"Criminal, consumidor e cidadão. Estão compreendidos no âmbito da matéria criminal os feitos relativos aos crimes dolosos contra a vida, incluindo as sessões de julgamento do Tribunal do Júri, Juizado Especial Criminal, o controle externo da atividade policial e a execução penal. Na área da cidadania estão compreendidas a defesa dos idosos, das pessoas com deficiência, da saúde, da educação, o combate ao racismo e à discriminação racial e demais interesses coletivos lato sensu residuais;";;;
389;.;2ª PROMOTORIA DE JUSTIÇA DE PADRE BERNARDO;PADRE BERNARDO;;;;;;PROVIDA;Mariana Coelho Brito;;;INICIAL;Cível, infância e juventude, meio ambiente e patrimônio público. Na área cível estão compreendidas a atuação custos legis e todas as matérias relativas a família, sucessões, casamento, registros públicos, fazendas públicas e fundações.;;;
390;.;PROMOTORIA DE JUSTIÇA DE PARANAIGUARA;PARANAIGUARA;;;;;;PROVIDA;Daniela Lemos Salge;;;INICIAL;Plena.;;;
391;.;PROMOTORIA DE JUSTIÇA DE PARAÚNA;PARAÚNA;;;;;;PROVIDA;Paraúna André Luís Ribeiro Duarte;;;INICIAL;Plena.;;;
392;.;PROMOTORIA DE JUSTIÇA DE PETROLINA DE GOIÁS;PETROLINA DE GOIÁS;;;;;;PROVIDA;Andréia Zanon Marques Junqueira;Assessora Jurídico- Administrativa da PGJ, com prejuízo;;INICIAL;Plena.;;;
393;.;1ª PROMOTORIA DE JUSTIÇA DE PIRACANJUBA;PIRACANJUBA;;;;;;PROVIDA;Vinícius Marçal Vieira;;;INICIAL;"Criminal, consumidor e cidadão. Estão compreendidos no âmbito da matéria criminal a atuação perante o Tribunal do Júri, Juizado Especial Criminal, o controle externo da atividade policial e a execução penal. Na área da cidadania estão compreendidas a defesa dos idosos, das pessoas com deficiência e da saúde;";;;
394;.;2ª PROMOTORIA DE JUSTIÇA DE PIRACANJUBA;PIRACANJUBA;;;;;;PROVIDA;Cristina Emília França Malta;;;INICIAL;Cível, infância e juventude, meio ambiente e patrimônio público. Estão compreendidos no âmbito da matéria cível todos os processos cíveis, de família, o Juizado Especial Cível, e os referentes a registros públicos, fazenda pública, fundações e demais interesses difusos residuais.;;;
395;.;PROMOTORIA DE JUSTIÇA DE PIRANHAS;PIRANHAS;;;;;;PROVIDA;João Luiz de Morais Vieira;;;INICIAL;Plena.;;;
396;.;PROMOTORIA DE JUSTIÇA DE PONTALINA;PONTALINA;;;;;;PROVIDA;Danilo Guimarães Lima;;;INICIAL;Plena.;;;
397;.;PROMOTORIA DE JUSTIÇA DE RIALMA;RIALMA;;;;;;PROVIDA;lissa Tatiana Pryjmak br;;;INICIAL;Plena.;;;
398;.;1ª PROMOTORIA DE JUSTIÇA DE RUBIATABA;RUBIATABA;;;;;;PROVIDA;Yule Reis Mota;;;INICIAL;"Atuação na área criminal, do consumidor e do cidadão;";;;Coordenadora das PJs de Rubiataba
399;.;2ª PROMOTORIA DE JUSTIÇA DE RUBIATABA;RUBIATABA;;;;;;PROVIDA;Rodrigo Carvalho Marambaia;;;INICIAL;Atuação na área cível, da infância e juventude, da educação, do meio ambiente e do patrimônio público.;;;
400;.;PROMOTORIA DE JUSTIÇA DE SANCLERLÂNDIA;SANCLERLÂNDIA;;;;;;PROVIDA;Ariane Patrícia Gonçalves;Assessora Jurídico- administrativa da PGJ, com prejuízo;Ricardo Papa *;INICIAL;Plena.;;;
401;.;PROMOTORIA DE JUSTIÇA DE SANTA CRUZ DE GOIÁS;SANTA CRUZ DE GOIÁS;;;;;;PROVIDA;Tiago Santana Gonçalves;;;INICIAL;Plena.;;;
402;.;PROMOTORIA DE JUSTIÇA DE SANTA TEREZINHA DE GOIÁS;SANTA TEREZINHA DE GOIÁS;;;;;;PROVIDA;Mônia Dantas de Macedo;;;INICIAL;Plena.;;;
403;.;PROMOTORIA DE JUSTIÇA DE SÃO DOMINGOS;SÃO DOMINGOS;;;;;;PROVIDA;Douglas Silva Dias;;;INICIAL;Plena.;;;
404;.;PROMOTORIA DE JUSTIÇA DE SÃO SIMÃO;SÃO SIMÃO;;;;;;PROVIDA;Carlos Eduardo Limongi Saliba Filho;;;INICIAL;Plena.;;;
405;.;PROMOTORIA DE JUSTIÇA DE SERRANÓPOLIS;SERRANÓPOLIS;;;;;;PROVIDA;Hélio Vitor Ferreira Petroni;;;INICIAL;Plena.;;;
406;.;PROMOTORIA DE JUSTIÇA DE SILVÂNIA;SILVÂNIA;;;;;;PROVIDA;Grazielly dos Santos Rodrigues Barros;;;INICIAL;Plena.;;;
407;.;PROMOTORIA DE JUSTIÇA DE TAQUARAL DE GOIÁS;TAQUARAL DE GOIÁS;;;;;;PROVIDA;José Antônio Corrêa Trevisan;;;INICIAL;Plena.;;;
408;.;PROMOTORIA DE JUSTIÇA DE TURVÂNIA;TURVÂNIA;;;;;;PROVIDA;Cláudia Maria Rojas de Carvalho;;;INICIAL;Plena.;;;
409;.;PROMOTORIA DE JUSTIÇA DE URUANA;URUANA;;;;;;PROVIDA;José Soares Júnior;Subcoordenador NCAP, com prejuízo;Afael Correa Costa *;INICIAL;Plena.;;;
410;.;PROMOTORIA DE JUSTIÇA DE VARJÃO;VARJÃO;;;;;;PROVIDA;Paulo Vinícius Parizotto;Outra função de execução;Cláudio Prata Santos*;INICIAL;Plena.;;;
411;.;PROMOTORIA DE JUSTIÇA DE VIANÓPOLIS;VIANÓPOLIS;;;;;;PROVIDA;Lucas César Costa Ferreira;Coordenador CAO PP, com prejuízo;Leonardo Maciel Moreira *;INICIAL;Plena.;;;
